,y_test,y_pred,Molecule ChEMBL ID,abs_error
0,1.5099999999999978,7.176802583422753,CHEMBL4800367,5.666802583422755
1,100.0,101.9709111708435,CHEMBL5191292,1.9709111708434932
2,1.6000000000000008,14.911488571492187,CHEMBL4085842,13.311488571492186
3,420.0000000000003,24.394100010633,CHEMBL5185772,395.6058999893673
4,4.900000000000002,10.698763810642422,CHEMBL4097141,5.79876381064242
5,214.9999999999998,42.778839608465695,CHEMBL4566583,172.2211603915341
6,110.00000000000009,77.27298694768784,CHEMBL5196254,32.727013052312245
7,176.99999999999991,68.85566864470867,CHEMBL4468034,108.14433135529124
8,10.0,21.83004344399722,CHEMBL4439632,11.83004344399722
9,0.3000000000000013,3.785785469503143,CHEMBL4290812,3.485785469503142
10,21.999999999999975,20.237040461278426,CHEMBL4077973,1.7629595387215495
11,0.8600000000000012,7.717755217099888,CHEMBL4745195,6.857755217099887
12,123.40000000000012,128.830591270606,CHEMBL4082763,5.430591270605873
13,46.00000000000002,44.674942272817724,CHEMBL4454929,1.3250577271822976
14,0.9999999999999999,33.25653514722581,CHEMBL3353410,32.25653514722581
15,105.00000000000004,21.343910935331195,CHEMBL4447982,83.65608906466885
16,15.000000000000005,51.664068084487276,CHEMBL3633141,36.66406808448727
17,0.18000000000000016,3.961767637054326,CHEMBL4761468,3.781767637054326
18,2.6000000000000014,3.9780936241648113,CHEMBL4096021,1.3780936241648098
19,8.000000000000002,44.105119184306666,CHEMBL4548960,36.105119184306666
20,6.400000000000005,23.857635549893622,CHEMBL4079658,17.457635549893617
21,0.06999999999999973,4.684357154006306,CHEMBL4103912,4.614357154006306
22,35.0,48.09578306109434,CHEMBL4552429,13.095783061094338
23,100.99999999999991,26.967873354469262,CHEMBL4464879,74.03212664553065
24,391.0000000000003,95.94750811280944,CHEMBL5174232,295.05249188719085
25,32.99999999999997,12.608589338704842,CHEMBL4441933,20.39141066129513
26,2.200000000000002,13.622427336229897,CHEMBL4645434,11.422427336229894
